Fees Status,Day,Month,Advertising Channel,Advertisement ,Enrolled Courses,Paid Fees,Number of phone calls,Average call duration,Training Models,Training Levels,Location,Sale Team,Consultant
Not Paid,30,Dec,Google Ad,AD01-9364,,,7,7:30,,,New York,Mohammed,Mohmed
Not Paid,10,Dec,Google Ad,AD01-9362,,,2,11:20,,,New York,Salah,Dary
Not Paid,14,Apr,Direct Call,AD01-9361,,,5,2:00,,,New York,Mohammed,Mohmed
Not Paid,14,Apr,Direct Call,AD01-9361,,,5,2:00,,,New York,Mohammed,Mohmed
Not Paid,1,May,Direct Call,AD01-9361,,,1,2:00,,,New York,Abdullah,Reham
Not Paid,18,Dec,Direct Call,AD01-9362,,,1,2:00,,,New York,Ahmed,Khalil
Not Paid,14,Oct,Direct Call,AD01-9362,,,1,2:00,,,New York,Ahmed,Hany
Not Paid,13,Nov,Direct Call,AD01-9361,,,1,2:00,,,New York,Salah,Sahar
Not Paid,26,Nov,Direct Call,AD01-9362,,,2,2:00,,,New York,Mohammed,Rony
Not Paid,22,Sep,Direct Call,AD01-9361,,,3,2:00,,,New York,Mohammed,Rony
Not Paid,15,Sep,Direct Call,AD01-9361,,,3,2:00,,,New York,Ahmed,Hany
Not Paid,15,Nov,Direct Call,AD01-9361,,,1,2:00,,,New York,Mohammed,Rony
Not Paid,4,Oct,Direct Call,AD01-9362,,,2,2:00,,,New York,Mohammed,Mohmed
Not Paid,12,Jan,Direct Call,AD01-9361,,,1,2:00,,,New York,Mohammed,Habib
Not Paid,12,Jan,Direct Call,AD01-9361,,,1,2:00,,,New York,Mohammed,Habib
Not Paid,6,Jan,Direct Call,AD01-9364,,,4,2:00,,,New York,Salah,Dary
Not Paid,2,May,Direct Call,AD01-9362,,,1,2:00,,,New York,Abdullah,Hisham
Not Paid,30,Sep,Direct Call,AD01-9361,,,2,2:00,,,New York,Mohammed,Rony
Not Paid,2,May,Direct Call,AD01-9362,,,1,2:00,,,New York,Abdullah,Hisham
Not Paid,17,Nov,Direct Call,AD01-9362,,,4,2:00,,,New York,Ahmed,Hany
Not Paid,30,Nov,Direct Call,AD01-9363,,,2,2:10,,,New York,Ahmed,Khalil
Not Paid,3,May,Direct Call,AD01-9363,,,1,2:12,,,New York,Mohammed,Kisho
Not Paid,21,Dec,Direct Call,AD01-9362,,,1,2:12,,,New York,Salah,Dary
Not Paid,3,May,Direct Call,AD01-9363,,,1,2:12,,,New York,Mohammed,Kisho
Not Paid,12,May,Direct Call,AD01-9361,,,2,2:25,,,New York,Ahmed,Hany
Not Paid,14,Jun,Direct Call,AD01-9362,,,1,2:25,,,New York,Mohammed,Rony
Not Paid,15,Aug,Direct Call,AD01-9361,,,2,2:25,,,New York,Salah,Dina
Not Paid,4,May,Direct Call,AD01-9364,,,3,3:00,,,New York,Mohammed,Kisho
Not Paid,4,May,Direct Call,AD01-9364,,,3,3:00,,,New York,Mohammed,Kisho
Not Paid,20,Mar,Direct Call,AD01-9361,,,2,3:14,,,New York,Ahmed,Khalil
Not Paid,20,Dec,Direct Call,AD01-9361,,,1,3:14,,,New York,Mohammed,Kenza
Not Paid,20,Mar,Direct Call,AD01-9361,,,2,3:14,,,New York,Ahmed,Khalil
Not Paid,27,Nov,Direct Call,AD01-9362,,,1,3:40,,,New York,Salah,Dina
Not Paid,19,Sep,Direct Call,AD01-9362,,,6,4:45,,,New York,Mohammed,Kenza
Not Paid,11,Aug,Direct Call,AD01-9364,,,1,5:14,,,New York,Mohammed,Kenza
Not Paid,10,Dec,Direct Call,AD01-9363,,,3,5:15,,,New York,Salah,Jood
Not Paid,18,Mar,Direct Call,AD01-9362,,,1,8:10,,,New York,Mohammed,Rony
Not Paid,2,Jul,Direct Call,AD01-9361,,,4,8:10,,,New York,Abdullah,Reham
Not Paid,20,Sep,Direct Call,AD01-9362,,,1,8:20,,,New York,Mohammed,Mohmed
Not Paid,31,Dec,Direct Call,AD01-9362,,,1,8:20,,,New York,Ahmed,Khalil
Not Paid,21,Sep,Direct Call,AD01-9362,,,2,10:10,,,New York,Salah,Ahmed
Not Paid,5,Oct,Direct Call,AD01-9362,,,3,11:20,,,New York,Mohammed,Rony
Not Paid,10,Dec,Direct Call,AD01-9361,,,2,11:20,,,New York,Ahmed,Khalil
Not Paid,16,Nov,Direct Call,AD01-9362,,,3,12:45,,,New York,Ahmed,Hany
Not Paid,12,Mar,Direct Call,AD01-9361,,,2,12:55,,,New York,Abdullah,Reham
Not Paid,12,Mar,Direct Call,AD01-9361,,,2,12:55,,,New York,Abdullah,Reham
Not Paid,5,Jul,Direct Call,AD01-9362,,,1,2:00,,,New York,Salah,Sahar
Not Paid,20,Sep,Direct Call,AD01-9362,,,1,2:00,,,New York,Mohammed,Rony
Not Paid,31,Dec,Direct Call,AD01-9364,,,1,2:00,,,New York,Salah,John
Not Paid,5,Jul,Direct Call,AD01-9362,,,1,2:00,,,New York,Salah,Sahar
Not Paid,28,May,Direct Call,AD01-9364,,,1,2:00,,,New York,Salah,Sahar
Not Paid,28,Dec,Direct Call,AD01-9363,,,2,2:00,,,New York,Mohammed,Rony
Not Paid,28,May,Direct Call,AD01-9364,,,1,2:00,,,New York,Salah,Sahar
Not Paid,8,Oct,Direct Call,AD01-9361,,,1,2:00,,,New York,Salah,Dina
Not Paid,14,Mar,Direct Call,AD01-9362,,,4,2:12,,,New York,Mohammed,Mohmed
Not Paid,16,Nov,Direct Call,AD01-9362,,,3,2:25,,,New York,Abdullah,Hisham
Not Paid,27,May,Direct Call,AD01-9362,,,3,2:30,,,New York,Salah,Sahar
Not Paid,27,May,Direct Call,AD01-9362,,,3,2:30,,,New York,Salah,Sahar
Not Paid,15,Mar,Direct Call,AD01-9364,,,2,4:40,,,New York,Mohammed,Kisho
Not Paid,11,Jan,Direct Call,AD01-9361,,,4,4:45,,,New York,Abdullah,Hisham
Not Paid,22,Sep,Direct Call,AD01-9365,,,6,5:12,,,New York,Salah,Dary
Not Paid,5,Oct,Direct Call,AD01-9361,,,3,5:12,,,New York,Mohammed,Habib
Not Paid,29,Sep,Direct Call,AD01-9362,,,2,7:30,,,New York,Mohammed,Mohmed
Not Paid,26,Oct,Direct Call,AD01-9364,,,3,7:30,,,New York,Salah,Sahar
Not Paid,30,Sep,Direct Call,AD01-9361,,,2,8:40,,,New York,Salah,Sahar
Not Paid,12,Aug,Direct Call,AD01-9361,,,3,9:12,,,New York,Ahmed,Hany
Not Paid,22,Sep,Direct Call,AD01-9361,,,3,12:45,,,New York,Mohammed,Rony
Not Paid,24,Nov,Direct Call,AD01-9362,,,2,12:55,,,New York,Mohammed,Kisho
Not Paid,23,Sep,Youtube Channel,AD01-9361,,,1,2:00,,,New York,Abdullah,Reham
Not Paid,24,Sep,Youtube Channel,AD01-9362,,,3,4:40,,,New York,Salah,John
Not Paid,18,Nov,Youtube Channel,AD01-9362,,,4,4:45,,,New York,Ahmed,Hany
Not Paid,14,Oct,Youtube Channel,AD01-9363,,,2,12:55,,,New York,Abdullah,Reham
Paid,1,May,Company Website,AD01-9364,4,USD 100.000,2,2:12,Crane,Fndn. L5,Oregon,Salah,Dary
Paid,8,Oct,Company Website,AD01-9361,4,USD 55.000,4,4:00,Crane,KJI. L4,Oregon,Mohammed,Rony
Paid,17,Nov,Direct Call,AD01-9364,4,USD 60.000,1,3:40,Crane,Fndn. L5,Oregon,Ahmed,Hany
Paid,22,Nov,Direct Call,AD01-9362,4,USD 35.000,2,5:12,Crane,KJI. L4,Oregon,Mohammed,Rony
Paid,11,Jan,Google Ad,AD01-9364,4,USD 100.000,2,2:00,Crane,Fndn. L3,Oregon,Ahmed,Hany
Paid,8,Oct,Google Ad,AD01-9362,4,USD 100.000,2,2:00,Crane,Fndn. L1,Oregon,Mohammed,Kisho
Paid,9,Jul,Direct Call,AD01-9362,4,USD 55.000,1,12:55,Crane,KJI. L4,Oregon,Salah,John
Paid,11,Feb,Company Website,AD01-9361,5,USD 55.000,1,2:00,Excavator,Fndn. L5,Oregon,Mohammed,Rony
Paid,1,Oct,Company Website,AD01-9361,3,USD 750.000,5,2:00,Excavator,Fndn. L5,Oregon,Abdullah,Reham
Paid,2,Nov,Company Website,AD01-9361,5,USD 1.250.000,1,2:00,Excavator,Fndn. L5,Oregon,Mohammed,Mohmed
Paid,2,Nov,Company Website,AD01-9362,5,USD 1.250.000,1,2:00,Excavator,Pre. L3,Oregon,Salah,Ahmed
Paid,6,May,Company Website,AD01-9365,2,USD 600.000,1,2:00,Excavator,Fndn. L3,Oregon,Mohammed,Mohmed
Paid,12,Jul,Company Website,AD01-9361,5,USD 1.250.000,2,2:30,Excavator,KJI. L4,Oregon,Abdullah,Hisham
Paid,21,Oct,Company Website,AD01-9364,5,USD 1.000.000,5,4:45,Excavator,Pre. L3,Oregon,Mohammed,Rony
Paid,18,Feb,Company Website,AD01-9362,5,USD 1.000.000,1,5:12,Excavator,Pre. L4,Oregon,Abdullah,Adam
Paid,28,Oct,Company Website,AD01-9361,2,USD 600.000,2,7:30,Excavator,KJI. L4,Oregon,Salah,Jood
Paid,22,Nov,Company Website,AD01-9364,1,USD 350.000,1,9:12,Excavator,Fndn. L5,Oregon,Ahmed,Hany
Paid,30,Sep,Company Website,AD01-9362,2,USD 500.000,1,11:20,Excavator,Pre. L3,Oregon,Salah,Jood
Paid,23,Sep,Direct Call,AD01-9364,4,USD 750.000,1,2:00,Excavator,Fndn. L5,Oregon,Abdullah,Adam
Paid,11,Feb,Direct Call,AD01-9363,2,USD 600.000,2,2:00,Excavator,Pre. L8,Oregon,Salah,John
Paid,2,Jan,Direct Call,AD01-9362,4,USD 750.000,3,2:00,Excavator,Pre. L8,Oregon,Salah,Sahar
Paid,1,Oct,Direct Call,AD01-9361,2,USD 600.000,4,2:00,Excavator,Pre. L3,Oregon,Salah,Ahmed
Paid,2,Oct,Facebook Page,AD01-9361,3,USD 750.000,3,2:00,Excavator,KJI. L4,Oregon,Salah,Ahmed
Paid,17,Nov,Facebook Page,AD01-9364,5,USD 1.050.000,1,2:10,Excavator,Pre. L4,Oregon,Ahmed,Khalil
Paid,20,May,Direct Call,AD01-9363,3,USD 750.000,2,2:25,Excavator,Fndn. L1,Oregon,Salah,Sahar
Paid,20,May,Direct Call,AD01-9363,3,USD 750.000,2,2:25,Excavator,Fndn. L1,Oregon,Salah,Sahar
Paid,22,Nov,Facebook Page,AD01-9361,3,USD 750.000,5,6:20,Excavator,KJI. L4,Oregon,Salah,Jood
Paid,20,Sep,Facebook Page,AD01-9364,2,USD 600.000,2,7:14,Excavator,KJI. L4,Oregon,Salah,Sahar
Paid,13,May,Facebook Page,AD01-9362,2,USD 600.000,1,7:14,Excavator,Fndn. L1,Oregon,Mohammed,Kisho
Paid,27,Aug,Facebook Page,AD01-9365,5,USD 1.250.000,4,8:12,Excavator,Pre. L3,Oregon,Salah,John
Paid,30,Sep,Facebook Page,AD01-9361,2,USD 600.000,4,9:15,Excavator,KJI. L4,Oregon,Salah,Ahmed
Paid,28,Sep,Direct Call,AD01-9362,3,USD 550.000,2,12:45,Excavator,Fndn. L5,Oregon,Salah,Jood
Paid,19,Nov,Google Ad,AD01-9362,5,USD 1.050.000,1,2:18,Excavator,Fndn. L1,Oregon,Mohammed,Mohmed
Paid,14,Feb,Google Ad,AD01-9362,2,USD 500.000,7,2:30,Excavator,Fndn. L5,Oregon,Salah,Dary
Paid,27,Sep,Google Ad,AD01-9361,5,USD 1.250.000,1,2:56,Excavator,Pre. L3,Oregon,Salah,Dina
Paid,24,Dec,Google Ad,AD01-9362,2,USD 600.000,2,3:12,Excavator,Fndn. L5,Oregon,Abdullah,Reham
Paid,29,Oct,Google Ad,AD01-9362,2,USD 600.000,1,3:14,Excavator,Pre. L3,Oregon,Abdullah,Adam
Paid,1,Jan,Google Ad,AD01-9361,1,USD 350.000,3,3:30,Excavator,Fndn. L6,Oregon,Salah,Sahar
Paid,15,Feb,Google Ad,AD01-9361,3,USD 600.000,4,4:00,Excavator,Fndn. L5,Oregon,Salah,Dary
Paid,8,Oct,Google Ad,AD01-9361,3,USD 750.000,3,4:48,Excavator,KJI. L4,Oregon,Salah,Sahar
Paid,31,May,Google Ad,AD01-9362,2,USD 600.000,4,9:12,Excavator,Pre. L3,Oregon,Mohammed,Kisho
Paid,11,Apr,Google Ad,AD01-9361,3,USD 750.000,2,11:20,Excavator,Fndn. L3,Oregon,Abdullah,Hisham
Paid,12,Nov,Google Ad,AD01-9362,3,USD 750.000,1,11:20,Excavator,Fndn. L5,Oregon,Salah,Dary
Paid,25,Sep,Direct Call,AD01-9364,3,USD 750.000,3,2:00,Excavator,Pre. L3,Oregon,Mohammed,Mohmed
Paid,4,Oct,Direct Call,AD01-9361,3,USD 550.000,6,2:00,Excavator,Fndn. L1,Oregon,Mohammed,Rony
Paid,26,Oct,Direct Call,AD01-9361,1,USD 350.000,2,2:00,Excavator,Pre. L4,Oregon,Salah,Dina
Paid,12,Jun,Direct Call,AD01-9362,3,USD 750.000,5,2:00,Excavator,Fndn. L1,Oregon,Salah,John
Paid,30,Sep,Direct Call,AD01-9362,2,USD 600.000,1,2:00,Excavator,KJI. L4,Oregon,Ahmed,Hany
Paid,9,Aug,Direct Call,AD01-9362,3,USD 600.000,5,2:00,Excavator,Pre. L4,Oregon,Mohammed,Mohmed
Paid,29,Oct,Direct Call,AD01-9361,2,USD 600.000,1,2:00,Excavator,Pre. L3,Oregon,Mohammed,Rony
Paid,4,Nov,Direct Call,AD01-9362,2,USD 600.000,5,2:18,Excavator,Pre. L2,Oregon,Salah,Jood
Paid,6,Oct,Direct Call,AD01-9361,1,USD 350.000,2,2:56,Excavator,KJI. L4,Oregon,Salah,John
Paid,30,Sep,Direct Call,AD01-9361,5,USD 1.250.000,3,3:30,Excavator,KJI. L4,Oregon,Salah,Sahar
Paid,7,Oct,Direct Call,AD01-9362,2,USD 500.000,5,3:30,Excavator,Fndn. L5,Oregon,Mohammed,Rony
Paid,10,Aug,Direct Call,AD01-9361,2,USD 600.000,2,3:40,Excavator,Fndn. L5,Oregon,Mohammed,Mohmed
Paid,17,Nov,Direct Call,AD01-9362,2,USD 600.000,3,4:48,Excavator,Fndn. L5,Oregon,Ahmed,Hany
Paid,4,Oct,Direct Call,AD01-9362,4,USD 750.000,5,5:14,Excavator,Fndn. L5,Oregon,Salah,Ahmed
Paid,9,Oct,Direct Call,AD01-9364,1,USD 350.000,4,6:15,Excavator,Fndn. L5,Oregon,Mohammed,Rony
Paid,11,Sep,Direct Call,AD01-9361,2,USD 600.000,4,8:10,Excavator,Fndn. L1,Oregon,Mohammed,Rony
Paid,7,Nov,Direct Call,AD01-9362,5,USD 1.250.000,3,9:12,Excavator,Pre. L8,Oregon,Salah,Dina
Paid,11,Feb,Direct Call,AD01-9362,5,USD 1.250.000,1,9:15,Excavator,Fndn. L5,Oregon,Salah,Sahar
Paid,2,May,Direct Call,AD01-9362,5,USD 1.250.000,1,12:45,Excavator,KJI. L4,Oregon,Salah,Jood
Paid,3,Apr,Direct Call,AD01-9362,4,USD 750.000,1,2:00,Excavator,Pre. L3,Oregon,Salah,Sahar
Paid,14,Nov,Direct Call,AD01-9364,5,USD 1.250.000,1,2:00,Excavator,Fndn. L1,Oregon,Abdullah,Hisham
Paid,16,Jan,Direct Call,AD01-9361,5,USD 1.250.000,1,2:00,Excavator,Pre. L2,Oregon,Mohammed,Rony
Paid,12,Jul,Direct Call,AD01-9361,2,USD 600.000,4,2:00,Excavator,Fndn. L3,Oregon,Abdullah,Reham
Paid,27,Oct,Direct Call,AD01-9364,2,USD 600.000,2,2:50,Excavator,Pre. L8,Oregon,Mohammed,Rony
Paid,20,Dec,Direct Call,AD01-9361,4,USD 1.000.000,4,3:12,Excavator,Fndn. L1,Oregon,Abdullah,Hisham
Paid,17,Nov,Direct Call,AD01-9362,2,USD 600.000,4,8:12,Excavator,Pre. L4,Oregon,Ahmed,Khalil
Paid,17,Dec,Youtube Channel,AD01-9364,3,USD 750.000,5,2:00,Excavator,Fndn. L1,Oregon,Abdullah,Reham
Paid,29,Dec,Company Website,AD01-9362,1,USD 95.000,1,2:00,Truck,Fndn. L6,Oregon,Mohammed,Habib
Paid,31,Aug,Company Website,AD01-9361,1,USD 95.000,2,2:12,Truck,KJI. L4,Oregon,Mohammed,Mohmed
Paid,1,Nov,Company Website,AD01-9361,2,USD 190.000,4,3:14,Truck,KJI. L4,Oregon,Salah,Sahar
Paid,11,Feb,Company Website,AD01-9364,2,USD 190.000,2,8:12,Truck,KJI. L4,Oregon,Salah,Dina
Paid,11,Mar,Direct Call,AD01-9362,2,USD 190.000,2,2:00,Truck,Pre. L3,Oregon,Salah,Dary
Paid,12,Feb,Direct Call,AD01-9364,1,USD 95.000,5,2:00,Truck,Fndn. L3,Oregon,Ahmed,Hany
Paid,1,May,Facebook Page,AD01-9363,1,USD 95.000,2,2:00,Truck,Fndn. L1,Oregon,Abdullah,Hisham
Paid,1,Oct,Facebook Page,AD01-9361,1,USD 95.000,1,2:25,Truck,Fndn. L1,Oregon,Mohammed,Kenza
Paid,27,Oct,Facebook Page,AD01-9362,1,USD 95.000,2,6:20,Truck,KJI. L4,Oregon,Mohammed,Kisho
Paid,28,Aug,Facebook Page,AD01-9362,2,USD 190.000,5,7:14,Truck,Pre. L3,Oregon,Salah,Sahar
Paid,3,Nov,Google Ad,AD01-9361,1,USD 95.000,1,2:00,Truck,Fndn. L1,Oregon,Mohammed,Rony
Paid,25,Nov,Direct Call,AD01-9361,2,USD 190.000,1,2:00,Truck,Pre. L2,Oregon,Salah,Dary
Paid,30,Sep,Direct Call,AD01-9362,1,USD 95.000,1,3:12,Truck,Fndn. L5,Oregon,Mohammed,Rony
Paid,28,Oct,Direct Call,AD01-9364,1,USD 95.000,1,3:16,Truck,KJI. L4,Oregon,Salah,Dary
Paid,4,Nov,Direct Call,AD01-9362,2,USD 190.000,5,6:15,Truck,Fndn. L5,Oregon,Mohammed,Rony
Paid,8,Oct,Direct Call,AD01-9363,2,USD 190.000,4,2:00,Truck,KJI. L4,Oregon,Ahmed,Hany
Paid,7,Jul,Direct Call,AD01-9362,1,USD 95.000,6,6:18,Truck,Fndn. L5,Oregon,Salah,Jood
Paid,12,Jun,Company Website,AD01-9361,2,USD 190.000,3,2:00,Truck,Fndn. L1,Oregon,Salah,Dary
Paid,1,May,Company Website,AD01-9364,4,USD 100.000,2,2:12,Truck,Fndn. L5,Oregon,Salah,Dary
Paid,8,Oct,Company Website,AD01-9361,4,USD 100.000,4,4:00,Truck,KJI. L4,Oregon,Mohammed,Rony
Paid,7,Jul,Direct Call,AD01-9362,1,USD 9.500,6,6:18,Truck,Fndn. L5,Oregon,Salah,Jood
Paid,12,Jun,Company Website,AD01-9361,2,USD 190.000,3,2:00,Truck,Fndn. L1,Oregon,Salah,Dary
Paid,1,May,Company Website,AD01-9364,4,USD 100.000,2,2:12,Truck,Fndn. L5,Oregon,Salah,Dary
Paid,8,Oct,Company Website,AD01-9361,4,USD 100.000,4,4:00,Truck,KJI. L4,Oregon,Mohammed,Rony
Paid,17,Nov,Direct Call,AD01-9364,4,USD 55.000,1,3:40,Truck,Fndn. L5,Oregon,Ahmed,Hany
Paid,22,Nov,Direct Call,AD01-9362,4,USD 100.000,2,5:12,Truck,KJI. L4,Oregon,Mohammed,Rony
Paid,11,Jan,Google Ad,AD01-9364,4,USD 100.000,2,2:00,Truck,Fndn. L3,Oregon,Ahmed,Hany
Paid,8,Oct,Google Ad,AD01-9362,4,USD 100.000,2,2:00,Truck,Fndn. L1,Oregon,Mohammed,Kisho
Paid,2,May,Direct Call,AD01-9362,5,USD 125.000,1,12:45,Truck,KJI. L4,Oregon,Salah,Jood
Not Paid,17,Mar,Company Website,AD01-9361,,,2,2:00,,,Oregon,Mohammed,Rony
Not Paid,26,Oct,Company Website,AD01-9362,,,1,2:00,,,Oregon,Salah,Sahar
Not Paid,1,Dec,Company Website,AD01-9361,,,3,2:00,,,Oregon,Salah,Dary
Not Paid,30,May,Company Website,AD01-9362,,,3,2:18,,,Oregon,Abdullah,Hisham
Not Paid,25,Sep,Company Website,AD01-9362,,,1,3:12,,,Oregon,Salah,John
Not Paid,15,Dec,Company Website,AD01-9362,,,1,6:15,,,Oregon,Salah,Sahar
Not Paid,30,Dec,Company Website,AD01-9365,,,1,6:30,,,Oregon,Salah,Jood
Not Paid,11,Nov,Direct Call,AD01-9361,,,3,2:00,,,Oregon,Salah,Dary
Not Paid,23,Oct,Direct Call,AD01-9363,,,1,2:00,,,Oregon,Ahmed,Khalil
Not Paid,5,Apr,Direct Call,AD01-9364,,,2,2:00,,,Oregon,Mohammed,Mohmed
Not Paid,24,Sep,Direct Call,AD01-9362,,,2,2:50,,,Oregon,Ahmed,Khalil
Not Paid,29,Oct,Direct Call,AD01-9363,,,5,7:10,,,Oregon,Ahmed,Khalil
Not Paid,30,Nov,Direct Call,AD01-9362,,,1,7:10,,,Oregon,Salah,Ahmed
Not Paid,11,Nov,Direct Call,AD01-9361,,,2,7:14,,,Oregon,Ahmed,Khalil
Not Paid,30,Nov,Direct Call,AD01-9362,,,5,12:45,,,Oregon,Mohammed,Mohmed
Not Paid,5,Oct,Google Ad,AD01-9362,,,5,6:20,,,Oregon,Mohammed,Kisho
Not Paid,1,Oct,Google Ad,AD01-9362,,,1,8:00,,,Oregon,Ahmed,Hany
Not Paid,5,May,Direct Call,AD01-9361,,,1,2:00,,,Oregon,Salah,John
Not Paid,27,Sep,Direct Call,AD01-9362,,,3,2:12,,,Oregon,Ahmed,Hany
Not Paid,1,Nov,Direct Call,AD01-9362,,,4,2:30,,,Oregon,Mohammed,Rony
Not Paid,12,Jun,Direct Call,AD01-9362,,,2,4:48,,,Oregon,Abdullah,Adam
Not Paid,17,Sep,Direct Call,AD01-9362,,,4,4:48,,,Oregon,Salah,Ahmed
Not Paid,27,Nov,Direct Call,AD01-9364,,,1,8:00,,,Oregon,Mohammed,Mohmed
Not Paid,18,Mar,Direct Call,AD01-9362,,,1,8:10,,,Oregon,Mohammed,Rony
Not Paid,5,Jan,Direct Call,AD01-9363,,,4,8:40,,,Oregon,Mohammed,Kisho
Not Paid,11,Mar,Direct Call,AD01-9364,,,1,9:00,,,Oregon,Mohammed,Mohmed
Not Paid,13,Jan,Direct Call,AD01-9363,,,2,9:15,,,Oregon,Ahmed,Hany
Not Paid,4,Dec,Direct Call,AD01-9365,,,4,2:00,,,Oregon,Abdullah,Reham
Not Paid,30,Dec,Direct Call,AD01-9361,,,2,2:00,,,Oregon,Salah,Dina
Not Paid,11,Nov,Direct Call,AD01-9361,,,3,2:10,,,Oregon,Mohammed,Mohmed
Not Paid,11,Jan,Youtube Channel,AD01-9362,,,4,2:18,,,Oregon,Salah,John
Not Paid,21,Feb,Youtube Channel,AD01-9362,,,2,3:12,,,Oregon,Salah,Dary
Paid,16,Aug,Company Website,AD01-9361,4,USD 60.000,3,3:00,Crane,Fndn. L5,Texas,Salah,Dary
Paid,15,Dec,Company Website,AD01-9365,4,USD 55.000,2,8:12,Crane,Fndn. L5,Texas,Mohammed,Mohmed
Paid,11,Jan,Google Ad,AD01-9364,4,USD 100.000,2,2:00,Crane,Fndn. L3,Texas,Ahmed,Hany
Paid,1,Oct,Google Ad,AD01-9362,4,USD 100.000,2,2:18,Crane,Fndn. L3,Texas,Salah,John
Paid,28,Sep,Google Ad,AD01-9363,4,USD 100.000,2,3:12,Crane,Pre. L3,Texas,Mohammed,Kisho
Paid,1,May,Google Ad,AD01-9361,4,USD 100.000,4,4:48,Crane,Pre. L4,Texas,Salah,John
Paid,18,Nov,Google Ad,AD01-9364,4,USD 55.000,1,5:15,Crane,Fndn. L1,Texas,Mohammed,Mohmed
Paid,22,Nov,Google Ad,AD01-9362,4,USD 55.000,3,6:30,Crane,Pre. L3,Texas,Mohammed,Mohmed
Paid,26,Aug,Direct Call,AD01-9362,4,USD 55.000,3,2:00,Crane,KJI. L4,Texas,Ahmed,Khalil
Paid,22,Nov,Direct Call,AD01-9361,4,USD 100.000,4,2:00,Crane,Pre. L3,Texas,Mohammed,Mohmed
Paid,1,May,Direct Call,AD01-9364,4,USD 100.000,4,2:00,Crane,Fndn. L1,Texas,Salah,Dina
Paid,26,Oct,Direct Call,AD01-9363,4,USD 55.000,1,2:00,Crane,Pre. L8,Texas,Ahmed,Hany
Paid,5,Oct,Direct Call,AD01-9364,4,USD 100.000,4,2:30,Crane,KJI. L4,Texas,Mohammed,Kisho
Paid,17,Jun,Direct Call,AD01-9362,4,USD 100.000,1,2:56,Crane,Pre. L8,Texas,Salah,Ahmed
Paid,17,Dec,Direct Call,AD01-9361,4,USD 55.000,1,3:12,Crane,Pre. L4,Texas,Mohammed,Kisho
Paid,28,Aug,Direct Call,AD01-9362,4,USD 105.000,2,2:00,Crane,KJI. L4,Texas,Abdullah,Reham
Paid,28,Aug,Direct Call,AD01-9362,4,USD 100.000,2,2:00,Crane,KJI. L4,Texas,Abdullah,Reham
Paid,2,Nov,Direct Call,AD01-9361,4,USD 100.000,1,2:00,Crane,Pre. L8,Texas,Mohammed,Mohmed
Paid,15,Jan,Direct Call,AD01-9362,4,USD 55.000,3,2:25,Crane,Fndn. L3,Texas,Salah,Sahar
Paid,11,Feb,Direct Call,AD01-9361,4,USD 100.000,2,3:30,Crane,Fndn. L5,Texas,Mohammed,Kenza
Paid,30,Oct,Direct Call,AD01-9362,4,USD 55.000,3,8:10,Crane,Fndn. L1,Texas,Mohammed,Kisho
Paid,12,Jun,Youtube Channel,AD01-9362,4,USD 75.000,1,6:30,Crane,Pre. L8,Texas,Mohammed,Kisho
Paid,1,Oct,Company Website,AD01-9364,3,USD 600.000,2,2:00,Excavator,Fndn. L3,Texas,Salah,Dary
Paid,16,Nov,Company Website,AD01-9362,2,USD 600.000,3,2:00,Excavator,KJI. L4,Texas,Mohammed,Kisho
Paid,1,Apr,Company Website,AD01-9362,5,USD 1.250.000,1,2:00,Excavator,Fndn. L1,Texas,Salah,Sahar
Paid,17,Nov,Company Website,AD01-9362,1,USD 350.000,3,2:00,Excavator,KJI. L4,Texas,Salah,Sahar
Paid,2,Aug,Company Website,AD01-9363,2,USD 600.000,2,2:00,Excavator,Pre. L3,Texas,Salah,Ahmed
Paid,28,Oct,Company Website,AD01-9361,2,USD 600.000,1,2:00,Excavator,Pre. L4,Texas,Ahmed,Khalil
Paid,24,Nov,Company Website,AD01-9363,4,USD 1.000.000,7,2:00,Excavator,Fndn. L5,Texas,Mohammed,Habib
Paid,4,Apr,Company Website,AD01-9362,5,USD 1.000.000,1,2:00,Excavator,Fndn. L3,Texas,Abdullah,Reham
Paid,14,Feb,Company Website,AD01-9361,2,USD 600.000,1,2:12,Excavator,Pre. L2,Texas,Abdullah,Hisham
Paid,7,May,Company Website,AD01-9362,3,USD 750.000,1,2:12,Excavator,Pre. L2,Texas,Salah,Sahar
Paid,30,Sep,Company Website,AD01-9364,4,USD 750.000,1,2:12,Excavator,Fndn. L1,Texas,Mohammed,Habib
Paid,14,Feb,Company Website,AD01-9361,2,USD 600.000,1,2:12,Excavator,Pre. L2,Texas,Abdullah,Hisham
Paid,12,Jul,Company Website,AD01-9361,5,USD 1.250.000,2,2:30,Excavator,KJI. L4,Texas,Abdullah,Hisham
Paid,1,Nov,Company Website,AD01-9362,4,USD 1.000.000,3,2:30,Excavator,Pre. L3,Texas,Ahmed,Khalil
Paid,30,Aug,Company Website,AD01-9361,5,USD 1.250.000,1,3:14,Excavator,Pre. L4,Texas,Mohammed,Kisho
Paid,9,Sep,Company Website,AD01-9361,1,USD 350.000,2,3:14,Excavator,Fndn. L5,Texas,Mohammed,Kisho
Paid,22,Nov,Company Website,AD01-9361,2,USD 600.000,4,4:00,Excavator,Fndn. L1,Texas,Mohammed,Mohmed
